Q8R4G9	CPX-212
P04757	CPX-190
P04757	CPX-191
P04757	CPX-203
P04757	CPX-205
P04757	CPX-208
P04757	CPX-211
P09482	CPX-172
P09482	CPX-173
P09482	CPX-217
P09482	CPX-221
P43681	CPX-168
P43681	CPX-218
P43681	CPX-2180
P43681	CPX-2203
O70174	CPX-167
O70174	CPX-169
O70174	CPX-216
O70174	CPX-220
P09483	CPX-170
P09483	CPX-171
P09483	CPX-215
P09483	CPX-219
P26152	CPX-192
P26152	CPX-207
P26152	CPX-217
P30532	CPX-187
P30532	CPX-210
P30532	CPX-218
Q2MKA5	CPX-188
Q2MKA5	CPX-209
Q2MKA5	CPX-216
P20420	CPX-190
P20420	CPX-208
P20420	CPX-215
P49581	CPX-201
P49581	CPX-214
Q15825	CPX-213
Q15825	CPX-2192
Q9R0W9	CPX-202
Q9R0W9	CPX-212
P43143	CPX-203
P43143	CPX-211
P22770	CPX-235
P22770	CPX-239
P36544	CPX-236
P36544	CPX-240
P49582	CPX-234
P49582	CPX-238
Q05941	CPX-233
Q05941	CPX-237
Q9PTS8	CPX-225
Q9PTS8	CPX-229
Q9UGM1	CPX-2171
Q9UGM1	CPX-226
P43144	CPX-224
P43144	CPX-228
P09479	CPX-254
P02708	CPX-2179
P02708	CPX-255
P04756	CPX-252
P04756	CPX-257
P25108	CPX-253
P25108	CPX-258
P02710	CPX-2187
P02711	CPX-2635
P09484	CPX-172
P09484	CPX-173
P09484	CPX-179
P09484	CPX-192
P09484	CPX-193
P09484	CPX-201
P09484	CPX-217
P09484	CPX-239
P17787	CPX-168
P17787	CPX-187
P17787	CPX-2170
P17787	CPX-218
P17787	CPX-2180
P17787	CPX-2192
P17787	CPX-2193
P17787	CPX-240
Q9ERK7	CPX-167
Q9ERK7	CPX-169
Q9ERK7	CPX-174
Q9ERK7	CPX-188
Q9ERK7	CPX-189
Q9ERK7	CPX-202
Q9ERK7	CPX-216
Q9ERK7	CPX-238
P12390	CPX-170
P12390	CPX-171
P12390	CPX-178
P12390	CPX-190
P12390	CPX-191
P12390	CPX-203
P12390	CPX-215
P12390	CPX-237
P43679	CPX-201
Q05901	CPX-2192
Q8BMN3	CPX-202
P12391	CPX-203
P26153	CPX-184
P26153	CPX-206
P26153	CPX-207
P26153	CPX-214
P26153	CPX-221
P30926	CPX-210
P30926	CPX-213
P30926	CPX-2190
P30926	CPX-2200
P30926	CPX-2203
Q8R493	CPX-182
Q8R493	CPX-204
Q8R493	CPX-209
Q8R493	CPX-212
Q8R493	CPX-220
P12392	CPX-183
P12392	CPX-205
P12392	CPX-208
P12392	CPX-211
P12392	CPX-219
P16005	CPX-254
P11230	CPX-2179
P11230	CPX-255
P09690	CPX-252
P09690	CPX-257
P25109	CPX-253
P25109	CPX-258
P02712	CPX-2187
P02717	CPX-254
Q07001	CPX-2179
Q07001	CPX-255
P02716	CPX-252
P02716	CPX-257
P25110	CPX-253
P25110	CPX-258
P02718	CPX-2187
Q04844	CPX-255
P20782	CPX-257
P09660	CPX-258
P02713	CPX-254
P07510	CPX-2179
P04760	CPX-252
P18916	CPX-253
P02714	CPX-2187
P58154	CPX-259
Q9UKV3	CPX-2256
O96019	CPX-1164
O96019	CPX-1194
O96019	CPX-1195
O96019	CPX-1199
O96019	CPX-1201
O96019	CPX-1204
O96019	CPX-1205
O96019	CPX-1206
O96019	CPX-1212
O96019	CPX-1213
O96019	CPX-1215
O96019	CPX-1222
O96019	CPX-1223
O96019	CPX-1224
O96019	CPX-4084
O96019	CPX-4203
O96019	CPX-4206
O96019	CPX-4207
O96019	CPX-846
O96019	CPX-974
O96019	CPX-978
Q9Z2N8	CPX-1232
Q9Z2N8	CPX-1233
Q9Z2N8	CPX-1234
Q9Z2N8	CPX-1235
Q9Z2N8	CPX-1240
Q9Z2N8	CPX-1241
Q9Z2N8	CPX-1242
Q9Z2N8	CPX-1243
Q9Z2N8	CPX-1248
Q9Z2N8	CPX-1251
Q9Z2N8	CPX-1252
Q9Z2N8	CPX-1253
Q9Z2N8	CPX-1254
Q9Z2N8	CPX-1255
Q9Z2N8	CPX-4202
Q9Z2N8	CPX-4204
Q9Z2N8	CPX-4221
Q9Z2N8	CPX-4222
Q9Z2N8	CPX-878
Q9Z2N8	CPX-976
Q9Z2N8	CPX-990
O94805	CPX-1196
O94805	CPX-1202
O94805	CPX-1203
O94805	CPX-1207
O94805	CPX-1209
O94805	CPX-1210
O94805	CPX-1211
O94805	CPX-1216
O94805	CPX-1217
O94805	CPX-1218
O94805	CPX-1219
O94805	CPX-1220
O94805	CPX-1221
O94805	CPX-1225
O94805	CPX-1226
O94805	CPX-1227
O94805	CPX-1228
O94805	CPX-4223
O94805	CPX-4224
O94805	CPX-4225
O94805	CPX-4226
Q99MR0	CPX-1236
Q99MR0	CPX-1237
Q99MR0	CPX-1238
Q99MR0	CPX-1239
Q99MR0	CPX-1244
Q99MR0	CPX-1245
Q99MR0	CPX-1246
Q99MR0	CPX-1247
Q99MR0	CPX-1250
Q99MR0	CPX-1256
Q99MR0	CPX-1257
Q99MR0	CPX-1258
Q99MR0	CPX-1259
Q99MR0	CPX-1261
Q99MR0	CPX-1262
Q99MR0	CPX-1263
Q99MR0	CPX-1264
Q99MR0	CPX-4227
Q99MR0	CPX-4228
Q99MR0	CPX-4229
Q99MR0	CPX-4230
O14561	CPX-5641
O14561	CPX-577
Q9CR21	CPX-266
Q9CR21	CPX-5823
P32463	CPX-392
P0AE06	CPX-4263
P0AE06	CPX-4264
P31224	CPX-4263
P24177	CPX-4264
P24180	CPX-4265
P24181	CPX-4265
P10987	CPX-2346
P10987	CPX-2383
P10987	CPX-2693
P10987	CPX-2746
P02572	CPX-2383
P10981	CPX-2264
P60709	CPX-1164
P60709	CPX-1194
P60709	CPX-1195
P60709	CPX-1196
P60709	CPX-1199
P60709	CPX-1201
P60709	CPX-1202
P60709	CPX-1203
P60709	CPX-1204
P60709	CPX-1205
P60709	CPX-1206
P60709	CPX-1207
P60709	CPX-1209
P60709	CPX-1210
P60709	CPX-1211
P60709	CPX-1212
P60709	CPX-1213
P60709	CPX-1215
P60709	CPX-1216
P60709	CPX-1217
P60709	CPX-1218
P60709	CPX-1219
P60709	CPX-1220
P60709	CPX-1221
P60709	CPX-1222
P60709	CPX-1223
P60709	CPX-1224
P60709	CPX-1225
P60709	CPX-1226
P60709	CPX-1227
P60709	CPX-1228
P60709	CPX-4084
P60709	CPX-4203
P60709	CPX-4206
P60709	CPX-4207
P60709	CPX-4223
P60709	CPX-4224
P60709	CPX-4225
P60709	CPX-4226
P60709	CPX-978
P60710	CPX-1232
P60710	CPX-1233
P60710	CPX-1234
P60710	CPX-1235
P60710	CPX-1236
P60710	CPX-1237
P60710	CPX-1238
P60710	CPX-1239
P60710	CPX-1240
P60710	CPX-1241
P60710	CPX-1242
P60710	CPX-1243
P60710	CPX-1244
P60710	CPX-1245
P60710	CPX-1246
P60710	CPX-1247
P60710	CPX-1248
P60710	CPX-1250
P60710	CPX-1251
P60710	CPX-1252
P60710	CPX-1253
P60710	CPX-1254
P60710	CPX-1255
P60710	CPX-1256
P60710	CPX-1257
P60710	CPX-1258
P60710	CPX-1259
P60710	CPX-1261
P60710	CPX-1262
P60710	CPX-1263
P60710	CPX-1264
P60710	CPX-4202
P60710	CPX-4204
P60710	CPX-4221
P60710	CPX-4222
P60710	CPX-4227
P60710	CPX-4228
P60710	CPX-4229
P60710	CPX-4230
P60710	CPX-990
P45889	CPX-2434
P60010	CPX-2122
P60010	CPX-3155
P60010	CPX-863
Q02336	CPX-608
Q02336	CPX-656
Q02336	CPX-675
P35611	CPX-2638
P35611	CPX-2643
P35612	CPX-2638
Q9UEY8	CPX-2643
Q16186	CPX-5993
Q12184	CPX-392
Q6ZN18	CPX-2209
Q6ZN18	CPX-2212
Q6ZN18	CPX-2213
Q6ZN18	CPX-2330
P53930	CPX-2122
P53930	CPX-3155
Q9VQI9	CPX-2711
P39925	CPX-1654
P32323	CPX-1838
P32781	CPX-1838
Q53H12	CPX-6124
Q9VUQ5	CPX-2730
Q9VUQ5	CPX-2732
Q9UKV8	CPX-1072
Q9UKV8	CPX-134
Q8CJG0	CPX-1073
Q8CJG0	CPX-135
Q8WXG9	CPX-2821
Q8VHN7	CPX-2501
O02219	CPX-4002
Q12433	CPX-608
P25649	CPX-608
Q8N157	CPX-2531
Q09666	CPX-850
P0AE08	CPX-4862
P35340	CPX-4862
P40563	CPX-3541
O14862	CPX-4142
Q91VJ1	CPX-4243
Q12904	CPX-2469
Q13155	CPX-2469
P40507	CPX-1678
P40507	CPX-1680
O01427	CPX-3461
Q12476	CPX-1679
P24588	CPX-1112
P24588	CPX-1114
P24588	CPX-1116
P24588	CPX-1118
P24588	CPX-674
P24588	CPX-998
D3YVF0	CPX-1006
D3YVF0	CPX-1113
D3YVF0	CPX-1115
D3YVF0	CPX-1117
D3YVF0	CPX-1119
D3YVF0	CPX-881
Q9NWT8	CPX-5225
Q9DCJ7	CPX-5301
Q17941	CPX-1129
Q9XTG7	CPX-1129
Q9H8T0	CPX-2353
Q9H8T0	CPX-2356
Q9H8T0	CPX-2357
Q9H8T0	CPX-2359
P53178	CPX-1643
P38242	CPX-1643
Q96BT7	CPX-2861
P32721	CPX-4320
P39265	CPX-4320
P32720	CPX-4320
P50082	CPX-762
Q9UKV5	CPX-8134
Q9BXJ7	CPX-5774
Q99JB7	CPX-5847
Q9C0C7	CPX-2778
Q9C0C7	CPX-2797
P54144	CPX-1330
P54144	CPX-3582
P54144	CPX-3583
Q9SQH9	CPX-3581
Q9SQH9	CPX-3582
Q9SQH9	CPX-3583
P34514	CPX-3382
Q9UJX6	CPX-1860
P46580	CPX-1131
O14744	CPX-696
O14744	CPX-8148
O14744	CPX-8149
Q8CIG8	CPX-1023
P32629	CPX-1839
P16066	CPX-35
P18293	CPX-34
P18910	CPX-33
P07355	CPX-130
P07355	CPX-850
P07355	CPX-853
P07355	CPX-856
P07356	CPX-141
P07356	CPX-898
P07356	CPX-899
P07356	CPX-905
Q10567	CPX-5047
Q10567	CPX-5048
Q10567	CPX-5049
Q10567	CPX-5050
O35643	CPX-5141
O35643	CPX-5142
O35643	CPX-5143
O35643	CPX-5144
P36000	CPX-532
P36000	CPX-533
O43747	CPX-5047
O43747	CPX-5048
O43747	CPX-5049
O43747	CPX-5050
P22892	CPX-5141
P22892	CPX-5142
P22892	CPX-5143
P22892	CPX-5144
Q12028	CPX-532
Q12028	CPX-533
Q9BXS5	CPX-5047
Q9BXS5	CPX-5048
Q9BXS5	CPX-5049
P35585	CPX-5141
P35585	CPX-5142
P35585	CPX-5143
Q00776	CPX-532
Q9Y6Q5	CPX-5050
Q9WVP1	CPX-5144
P61966	CPX-5047
P61966	CPX-5050
P61967	CPX-5141
P61967	CPX-5144
P35181	CPX-532
P35181	CPX-533
P56377	CPX-5048
Q9DB50	CPX-5142
Q96PC3	CPX-5049
Q7TN05	CPX-5143
O95782	CPX-5149
P17426	CPX-5152
O94973	CPX-5150
P17427	CPX-5153
P91926	CPX-2725
P38065	CPX-534
P63010	CPX-5149
P63010	CPX-5150
Q9DBG3	CPX-5152
Q9DBG3	CPX-5153
P27351	CPX-534
Q96CW1	CPX-5149
Q96CW1	CPX-5150
P84091	CPX-5152
P84091	CPX-5153
Q99186	CPX-534
P53680	CPX-5149
P53680	CPX-5150
P62743	CPX-5152
P62743	CPX-5153
Q00381	CPX-534
P59632	CPX-6095
P0DTC3	CPX-6098
O00203	CPX-5051
O00203	CPX-5052
Q9Z1T1	CPX-5145
Q9Z1T1	CPX-5146
Q13367	CPX-5053
Q13367	CPX-5055
Q9JME5	CPX-5147
Q9JME5	CPX-5148
P46682	CPX-535
O14617	CPX-5051
O14617	CPX-5052
O14617	CPX-5053
O14617	CPX-5055
O54774	CPX-5145
O54774	CPX-5146
O54774	CPX-5147
O54774	CPX-5148
P54362	CPX-2727
Q08951	CPX-535
Q9Y2T2	CPX-5051
Q9Y2T2	CPX-5052
Q9JKC8	CPX-5145
Q9JKC8	CPX-5146
P53677	CPX-5053
P53677	CPX-5055
Q8R2R9	CPX-5147
Q8R2R9	CPX-5148
P38153	CPX-535
Q92572	CPX-5051
Q92572	CPX-5055
Q9DCR2	CPX-5145
Q9DCR2	CPX-5147
P59780	CPX-5052
P59780	CPX-5053
Q8BSZ2	CPX-5146
Q8BSZ2	CPX-5148
P47064	CPX-535
Q9Y6B7	CPX-5151
Q9WV76	CPX-5154
Q9UPM8	CPX-5151
Q80V94	CPX-5154
O00189	CPX-5151
Q9JKC7	CPX-5154
Q9Y587	CPX-5151
Q9WVL1	CPX-5154
Q2VPB7	CPX-5181
Q3TAP4	CPX-5182
Q9H0R1	CPX-5181
Q8BJ63	CPX-5182
Q9NUS5	CPX-5181
Q9D742	CPX-5182
O43299	CPX-5181
Q3U829	CPX-5182
O14727	CPX-3762
O88879	CPX-3824
Q02410	CPX-7743
Q02410	CPX-7744
Q02410	CPX-7745
B2RUJ5	CPX-7741
B2RUJ5	CPX-7742
B2RUJ5	CPX-884
Q92624	CPX-2221
H2L2B8	CPX-3382
Q9V831	CPX-2728
Q9UM13	CPX-1860
O42971	CPX-763
O42971	CPX-764
O42971	CPX-765
O42971	CPX-766
P53068	CPX-756
P53068	CPX-760
P53068	CPX-761
P53068	CPX-762
Q20052	CPX-3382
Q9NYG5	CPX-1860
Q9UT86	CPX-763
Q9UT86	CPX-764
Q9UT86	CPX-765
Q9UT86	CPX-766
Q12157	CPX-756
Q12157	CPX-760
Q12157	CPX-761
Q12157	CPX-762
Q9BS18	CPX-1860
O74358	CPX-763
O74358	CPX-764
O74358	CPX-765
O74358	CPX-766
O42659	CPX-763
O42659	CPX-764
O42659	CPX-765
O42659	CPX-766
P60006	CPX-1860
O94688	CPX-763
O94688	CPX-764
O94688	CPX-765
O94688	CPX-766
Q96DE5	CPX-1860
O18191	CPX-3382
Q9H1A4	CPX-1860
Q9URV2	CPX-763
Q9URV2	CPX-764
Q9URV2	CPX-765
Q9URV2	CPX-766
P53886	CPX-756
P53886	CPX-760
P53886	CPX-761
P53886	CPX-762
Q874R3	CPX-763
Q874R3	CPX-764
Q874R3	CPX-765
Q874R3	CPX-766
Q12440	CPX-756
Q12440	CPX-760
Q12440	CPX-761
Q12440	CPX-762
P10505	CPX-763
P10505	CPX-764
P10505	CPX-765
P10505	CPX-766
Q9UJX5	CPX-1860
O42839	CPX-763
O42839	CPX-764
O42839	CPX-765
O42839	CPX-766
Q04601	CPX-756
Q04601	CPX-760
Q04601	CPX-761
Q04601	CPX-762
Q9UJX4	CPX-1860
Q9P4W7	CPX-763
Q9P4W7	CPX-764
Q9P4W7	CPX-765
Q9P4W7	CPX-766
Q08683	CPX-756
Q08683	CPX-760
Q08683	CPX-761
Q08683	CPX-762
Q9UJX3	CPX-1860
O94556	CPX-763
O94556	CPX-764
O94556	CPX-765
O94556	CPX-766
Q12107	CPX-756
Q12107	CPX-760
Q12107	CPX-761
Q12107	CPX-762
O95996	CPX-440
O95996	CPX-442
O95996	CPX-443
O95996	CPX-99
Q9Z1K7	CPX-448
Q9Z1K7	CPX-452
Q9Z1K7	CPX-456
Q9Z1K7	CPX-458
P25054	CPX-107
P25054	CPX-109
P25054	CPX-439
P25054	CPX-441
Q61315	CPX-103
Q61315	CPX-449
Q61315	CPX-453
Q61315	CPX-457
Q9VTU1	CPX-2743
Q96BI3	CPX-2176
Q96BI3	CPX-4231
Q8BVF7	CPX-4234
Q8BVF7	CPX-4236
Q8WW43	CPX-4232
Q8WW43	CPX-4233
Q8C7N7	CPX-4235
Q8C7N7	CPX-4237
Q9VQG2	CPX-2673
A1Z9X0	CPX-2409
Q8IW19	CPX-793
P38700	CPX-533
P26458	CPX-269
P26459	CPX-269
Q13794	CPX-304
Q9JM54	CPX-305
Q5U777	CPX-306
Q7Z2E3	CPX-793
O60306	CPX-8065
P02924	CPX-4314
P0AAF3	CPX-4314
P0AE26	CPX-4314
Q92747	CPX-2490
Q92747	CPX-2586
Q92747	CPX-2592
Q92747	CPX-2668
O15143	CPX-2579
O15143	CPX-2580
O15143	CPX-2583
O15143	CPX-2663
P46672	CPX-1947
Q8IWT0	CPX-6411
P07347	CPX-783
P61209	CPX-2820
Q01217	CPX-1151
P00812	CPX-1707
P07249	CPX-1152
P05085	CPX-1152
P09551	CPX-4329
Q9NZN5	CPX-7724
O14497	CPX-1164
O14497	CPX-1194
O14497	CPX-1195
O14497	CPX-1201
O14497	CPX-1202
O14497	CPX-1203
O14497	CPX-1204
O14497	CPX-1207
O14497	CPX-1209
O14497	CPX-1212
O14497	CPX-1216
O14497	CPX-1219
O14497	CPX-1222
O14497	CPX-1225
O14497	CPX-1226
A2BH40	CPX-1232
A2BH40	CPX-1233
A2BH40	CPX-1236
A2BH40	CPX-1237
A2BH40	CPX-1240
A2BH40	CPX-1241
A2BH40	CPX-1244
A2BH40	CPX-1245
A2BH40	CPX-1251
A2BH40	CPX-1252
A2BH40	CPX-1253
A2BH40	CPX-1256
A2BH40	CPX-1257
A2BH40	CPX-1261
A2BH40	CPX-1262
Q8NFD5	CPX-1205
Q8NFD5	CPX-1206
Q8NFD5	CPX-1210
Q8NFD5	CPX-1211
Q8NFD5	CPX-1213
Q8NFD5	CPX-1215
Q8NFD5	CPX-1217
Q8NFD5	CPX-1218
Q8NFD5	CPX-1220
Q8NFD5	CPX-1221
Q8NFD5	CPX-1223
Q8NFD5	CPX-1224
Q8NFD5	CPX-1227
Q8NFD5	CPX-1228
P29374	CPX-3321
P29374	CPX-3322
P29374	CPX-3323
F8VPQ2	CPX-3441
F8VPQ2	CPX-3443
F8VPQ2	CPX-3444
Q4LE39	CPX-3321
Q4LE39	CPX-3322
Q4LE39	CPX-3323
A2CG63	CPX-3441
A2CG63	CPX-3443
A2CG63	CPX-3444
Q14865	CPX-7861
Q68CP9	CPX-1196
Q68CP9	CPX-1199
E9Q7E2	CPX-1248
E9Q7E2	CPX-1250
P38116	CPX-1028
Q8IUR7	CPX-7901
Q8IUR7	CPX-7902
Q8IUR7	CPX-7903
Q8IUR7	CPX-876
P18824	CPX-2563
O15945	CPX-2691
P27540	CPX-2385
P27540	CPX-7381
Q04549	CPX-1805
P38696	CPX-1805
P45888	CPX-2589
P45888	CPX-2739
P61160	CPX-2490
P61160	CPX-2579
P61160	CPX-2580
P61160	CPX-2583
P61160	CPX-2586
P61160	CPX-2592
P61160	CPX-2663
P61160	CPX-2668
Q9UUJ1	CPX-2474
P32381	CPX-607
Q9P1U1	CPX-2490
Q9P1U1	CPX-2580
Q9P1U1	CPX-2583
Q9P1U1	CPX-2668
P32392	CPX-2589
P32392	CPX-2739
P61158	CPX-2579
P61158	CPX-2586
P61158	CPX-2592
P61158	CPX-2663
P32390	CPX-2474
P47117	CPX-607
Q09849	CPX-6362
Q09849	CPX-6363
Q84M92	CPX-7723
Q84M92	CPX-7726
Q84M92	CPX-7727
P80428	CPX-2122
P80428	CPX-3155
P80428	CPX-863
Q9BPX5	CPX-2580
Q9BPX5	CPX-2592
Q9BPX5	CPX-2663
Q9BPX5	CPX-2668
Q9VEC3	CPX-2693
Q9H9F9	CPX-846
Q80US4	CPX-878
P53946	CPX-863
P45890	CPX-2423
Q9GZN1	CPX-974
Q9D864	CPX-976
Q12509	CPX-2122
Q8L4Y5	CPX-7723
Q8L4Y5	CPX-7726
Q8L4Y5	CPX-7727
Q12406	CPX-1150
Q12406	CPX-1888
Q12406	CPX-1889
Q9VX09	CPX-2693
Q9H981	CPX-846
Q8R2S9	CPX-878
Q12386	CPX-863
Q9UTQ7	CPX-6362
Q9UTQ7	CPX-6363
Q05123	CPX-1150
Q05123	CPX-1888
Q05123	CPX-1889
P78774	CPX-2474
P38328	CPX-607
Q9VIM5	CPX-2589
Q9VIM5	CPX-2739
O15144	CPX-2490
O15144	CPX-2579
O15144	CPX-2580
O15144	CPX-2583
O15144	CPX-2586
O15144	CPX-2592
O15144	CPX-2663
O15144	CPX-2668
O14241	CPX-2474
P53731	CPX-607
O15145	CPX-2490
O15145	CPX-2579
O15145	CPX-2580
O15145	CPX-2583
O15145	CPX-2586
O15145	CPX-2592
O15145	CPX-2663
O15145	CPX-2668
Q9Y7J4	CPX-2474
Q05933	CPX-607
P59998	CPX-2490
P59998	CPX-2579
P59998	CPX-2580
P59998	CPX-2583
P59998	CPX-2586
P59998	CPX-2592
P59998	CPX-2663
P59998	CPX-2668
Q92352	CPX-2474
P33204	CPX-607
O15511	CPX-2490
O15511	CPX-2579
O15511	CPX-2583
O15511	CPX-2586
Q10316	CPX-2474
P40518	CPX-607
P51485	CPX-3881
P30859	CPX-4318
P30860	CPX-4319
P0AE30	CPX-4318
P0AE30	CPX-4319
P0AAF6	CPX-4318
P0AAF6	CPX-4319
P0AE34	CPX-4318
P0AE34	CPX-4319
Q8N9N2	CPX-6641
Q9H1I8	CPX-6641
Q9H1I8	CPX-6642
Q8N3C0	CPX-6641
Q8N3C0	CPX-6642
Q9I9N6	CPX-4947
Q9I9N6	CPX-4948
Q9ULZ3	CPX-4082
Q9ULZ3	CPX-4141
Q9ULZ3	CPX-4142
Q9ULZ3	CPX-4143
Q9ULZ3	CPX-4144
Q9EPB4	CPX-4241
Q9EPB4	CPX-4243
Q9EPB4	CPX-4244
P32447	CPX-1322
Q9UBL3	CPX-5850
Q9UBL3	CPX-7062
Q9UBL3	CPX-7091
Q9UBL3	CPX-7104
Q9UBL3	CPX-7110
Q9UBL3	CPX-7111
Q94545	CPX-2284
Q94545	CPX-2287
Q94545	CPX-2798
Q9BVC5	CPX-6411
P54074	CPX-3248
P53895	CPX-3248
P53983	CPX-3248
Q9LSX8	CPX-1437
Q9LSX8	CPX-1458
Q9LSX8	CPX-1480
Q9LSX8	CPX-1503
Q9LSX8	CPX-1523
Q9LSX8	CPX-1544
Q9LSX8	CPX-1566
Q9LSX8	CPX-1587
O49484	CPX-1438
O49484	CPX-1459
O49484	CPX-1481
O49484	CPX-1504
O49484	CPX-1524
O49484	CPX-1545
O49484	CPX-1567
O49484	CPX-1588
O65674	CPX-1439
O65674	CPX-1460
O65674	CPX-1482
O65674	CPX-1505
O65674	CPX-1525
O65674	CPX-1546
O65674	CPX-1568
O65674	CPX-1589
Q9M1X5	CPX-1440
Q9M1X5	CPX-1461
Q9M1X5	CPX-1483
Q9M1X5	CPX-1506
Q9M1X5	CPX-1526
Q9M1X5	CPX-1547
Q9M1X5	CPX-1569
Q9M1X5	CPX-1590
O81057	CPX-1441
O81057	CPX-1462
O81057	CPX-1484
O81057	CPX-1507
O81057	CPX-1527
